x,y
-0.9228924904741844,0.9884297524113208
-1.216323825087827,0.7424552557058632
-0.6200810426509484,0.9495768379420042
0.9503491118058323,0.7549036093987525
-2.197071489552574,0.6822741876821965
0.15718233539907095,0.39685411425307393
-0.733769995365852,0.9497726496774703
-1.0624344328462534,0.6145693308208138
-1.7461600117825062,0.33900885400362313
0.7342895155067913,0.8449274725280702
-0.973122106252619,0.015342387603595853
1.6778633886528334,0.8590145180933177
0.5531046009560119,0.1565378443337977
0.9945181722396979,0.5297956131398678
-0.9248634700913582,0.673619004432112
0.865690196591267,0.24846126069314778
-1.2012561205414891,0.5914097253698856
-1.1424581142883143,0.29529739636927843
0.7471580635419038,0.2667718690354377
1.358734842871812,0.7801665049046278
-0.16613566319372294,0.07909569889307022
0.9983557584879522,0.4663996195886284
-0.8444354063074041,0.6169755542650819
1.694819146939713,0.5519446665421128
0.12471766995218922,0.9748896090313792
-0.46473764296827086,0.8137608005199581
-0.22024683910419704,0.614973277086392
0.29036047643432544,0.8541536142583936
-2.3836199071327577,0.4630525503307581
0.4839846128374635,0.17217538156546652
0.058141322023543385,0.3132541810628027
0.9228413035191984,0.7968170060776174
-0.2781822238132454,0.15891695604659617
2.451632312728253,0.8089898526668549
-0.9101136551294794,0.9981280399952084
0.5237613603446156,0.2311062514781952
0.24262089520146154,0.999542705481872
-0.29567859282667014,0.3779519365634769
-0.39323822700983924,0.32556853629648685
0.6229233359918217,0.14166131429374218
1.6618732474167428,0.05547672067768872
0.7054479830284581,0.4046714233700186
0.6976111175909574,0.41353343008086085
-0.4958786684272126,0.11403028387576342
-0.35200658468042373,0.6634880919009447
-0.4922626108771625,0.12468529329635203
-0.35407206097452887,0.16128218546509743
0.8503528826760577,0.7510627745650709
-0.2927468496678652,0.17578346119262278
-2.023818628720813,0.18047621357254684
