x,y
-0.12340793164624021,0.03269353974610567
0.6837877852959846,0.39819963555783033
-0.08908797445862054,0.3109528077766299
-0.18416147620871914,0.2528138344641775
0.28284594409828295,0.20225210394710302
-0.00690040019096315,0.6737288667354733
-0.5795571969999126,0.6983663036953658
-0.03414389410987526,0.9983011949807405
-0.4141256049278744,0.8364314080681652
2.9050861718686876,0.4514001989737153
1.133667013162499,0.7066218117251992
-0.2898682429252797,0.7633388519752771
-1.4185018322991623,0.6361945734824985
-1.285872149601813,0.2167741225566715
0.8096087261824043,0.015238333260640502
1.1986095899286933,0.03991098375990987
0.55297141177211,0.30714229634031653
-0.10588592409060302,0.138133994769305
-1.6408346948927732,0.9533019016962498
1.1045756578932149,0.6587426483165473
0.32845640307291746,0.05007593473419547
-1.2701353069154449,0.47910812753252685
-0.6182048497645796,0.5615903947036713
0.2519177332707755,0.9618762095924467
0.9340815933634882,0.9338469817303121
1.2333249833757745,0.6809472341556102
0.7805415164395845,0.2517250932287425
-0.8418549870369082,0.08183959103189409
-0.7386263389103378,0.9043607024941593
0.05387274562639257,0.16305058891884983
0.015249524735673618,0.5873029853682965
0.5283117022980192,0.15544766909442842
-1.0918346624705577,0.9174272969830781
-0.4629166245127882,0.9379187936428934
-1.2780638662506532,0.23054031911306083
-0.8965560530405354,0.7386628813110292
-0.5300702511805306,0.4431233375798911
0.1317810012406851,0.7341817705892026
-0.3389342243531,0.4531191512942314
-1.7358020703954358,0.26389173814095557
0.4996522981283156,0.11896041501313448
-1.0884763407611708,0.6738352081738412
-1.2457113384601868,0.5169341305736452
0.9506315095749477,0.2416254235431552
1.417640996929623,0.2159025992732495
-0.0025867431328440538,0.8729839154984802
0.7203044495449986,0.8015754837542772
-0.08807570768386683,0.06104951002635062
0.05151377947695601,0.013107895385473967
0.5435343231317601,0.6938169538043439
